27,WITU HEALTH CENTRE,COAST,LAMU,WITU,WITU,WITU,3,MOH,-2.39067,40.435958
28,ADC GALANA RANCH DISP,COAST,MALINDI,MALINDI,CHAKAMA,KISIKI CHA WANGIRIAM,4,MISS,-3.065975,39.477797
29,ADU DISP,COAST,MALINDI,MARAFA,ADU,ADU,4,MOH,-2.8398,39.979912
30,AIC MALANGA DISP,COAST,MALINDI,MALINDI,LANGOBAYA,MALANGA(MALINDI),4,MISS,-3.247002,39.791723
31,BARICHO DISP,COAST,MALINDI,MARAFA,BUNGALE,BARICHO(MALINDI),4,MOH,-3.10371,39.784611
32,CHAKAMA DISP,COAST,MALINDI,MALINDI,CHAKAMA,MAKONGENI(MALINDI),4,MOH,-3.122,39.633499
33,DAGAMRA DISP,COAST,MALINDI,MARAFA,DAGAMRA,BATE,4,MOH,-3.18239,39.936409
34,FUNDISA DISP,COAST,MALINDI,MAGARINI,FUNDISA,FUNDISA,4,MOH,-2.917646,40.093725
35,GALANA HOSPITAL,COAST,MALINDI,MALINDI,MALINDI,SABAKI,1,MISS,-3.197483,40.116335
36,GARASHI DISP,COAST,MALINDI,MARAFA,GARASHI,MIKUYUNI(MALINDI),4,MOH,-3.13094,39.891178
37,GEDE DISP,COAST,MALINDI,MALINDI,WATAMU,CHEMBE KIBABA MUCHE,4,MOH,-3.284649,40.050652
38,GONGONI DISP,COAST,MALINDI,MAGARINI,GONGONI,GONGONI,4,MOH,-3.03614,40.133381
39,JILORE HEALTH CENTRE,COAST,MALINDI,MALINDI,JILORE,JILORE/ZIAN,3,MOH,-3.18922,39.905842
40,KAKONENI DISP,COAST,MALINDI,MALINDI,JILORE,KAKONENI,4,MOH,-3.16443,39.86591
41,KAKUYUNI DISP,COAST,MALINDI,MALINDI,GOSHI,KAKUYUNI(MALINDI),4,MOH,-3.22065,40.001911
42,MALANGA SDA DISPENSARY,COAST,MALINDI,MALINDI,LANGOBAYA,MALANGA(MALINDI),4,MISS,-3.257113,39.792298
43,MALINDI DISTRICT HOSPITAL,COAST,MALINDI,MALINDI,MALINDI,BARANI,1,MOH,-3.2165,40.1182
44,MAMBRUI DISP,COAST,MALINDI,MAGARINI,MAGARINI,MAMBRUI,4,MOH,-3.11815,40.136879
45,MARAFA HEALTH CENTRE (MAGARINI),COAST,MALINDI,MARAFA,MARAFA,MADINA,3,MOH,-3.02833,39.959728
46,MARERENI DISP,COAST,MALINDI,MAGARINI,FUNDISA,MARERENI,4,MOH,-2.863,40.144611
47,MARIKEBUNI DISP,COAST,MALINDI,MAGARINI,MAGARINI,MARIKEBUNI,4,MOH,-3.09027,40.112049
48,MERE SDA DISP,COAST,MALINDI,MALINDI,GOSHI,MALIMO,4,MISS,-3.195264,40.031232
49,MIDZIJINI DISP,COAST,MALINDI,MARAFA,ADU,RAMADA,4,MISS,-2.702209,40.037835
50,MUNICIPAL HEALTH CENTRE,COAST,MALINDI,MALINDI,MALINDI,SHELLA(MALINDI),3,LA,-3.232732,40.114903
51,NEEMA MEDICAL DISP,COAST,MALINDI,MAGARINI,FUNDISA,FUNDISA,4,MISS,-2.963256,40.140365
52,NGOMENI DISP,COAST,MALINDI,MAGARINI,GONGONI,NGOMENI,4,MOH,-3.01,40.18
53,SOSONI DISP,COAST,MALINDI,MARAFA,BUNGALE,DAKACHA,4,MOH,-3.02801,39.822899
54,TAWFIQ MUSLIM HOSPITAL,COAST,MALINDI,MALINDI,MALINDI,SHELLA(MALINDI),1,MISS,-3.220937,40.112698
55,TAWHEED MUSLIM DISP,COAST,MALINDI,MALINDI,MALINDI,BARANI,4,MISS,-3.216853,40.114882
56,WATAMU SDA DISP,COAST,MALINDI,MALINDI,WATAMU,WATAMU,4,MISS,-3.35175,40.01693
57,ALMS HOUSE DISP,COAST,MOMBASA,ISLAND,TONONOKA,TONONOKA,4,LA,-4.041251,39.663987
58,ANNEXE DISP,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,4,MOH,-4.005339,39.714984
59,BAMBURI DISP,COAST,MOMBASA,KISAUNI,BAMBURI,BAMBURI,4,LA,-3.973318,39.707035
60,CHAANI DISP,COAST,MOMBASA,CHANGAMWE,CHANGAMWE,CHANGAMWE,4,LA,-4.016913,39.61943
61,COAST PROVINCIAL GENERAL HOSP.,COAST,MOMBASA,ISLAND,OLD TOWN,OLD T.(MAKADARA WARD,2,MOH,-4.059355,39.677362
62,CRESCENT MEDICAL AID DISP,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,4,MISS,-4.100958,39.644637
63,ELIZA MEDICAL RENT DISP,COAST,MOMBASA,ISLAND,MAJENGO,MWEMBE TAYARI,4,MISS,-4.056412,39.665141
64,GANJONI (CDC) DISP,COAST,MOMBASA,ISLAND,GANJONI,GANJONI,4,LA,-4.065307,39.658767
65,HOLY GHOST CATHEDRAL DISP,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),4,MISS,-4.064671,39.680918
66,JOMVU KUU HEALTH CENTRE,COAST,MOMBASA,CHANGAMWE,MIRITINI,JOMVU KUU,3,LA,-3.987726,39.598962
67,JOMVU REFUGEE CAMP,COAST,MOMBASA,CHANGAMWE,MIRITINI,JOMVU KUU,4,NGO,-3.990976,39.596276
68,KILINDINI PORT DISP,COAST,MOMBASA,LIKONI,LIKONI,BOFU(MOMBASA),4,MOH,-4.08,39.65
69,KISAUNI DISP,COAST,MOMBASA,KISAUNI,KONGOWEA,MAWENI,4,MOH,-4.030596,39.692579
70,KONGOWEA HEALTH CENTRE,COAST,MOMBASA,KISAUNI,KONGOWEA,KONGOWEA,3,MOH,-4.041348,39.684077
71,KONGOWEA MED DISP,COAST,MOMBASA,KISAUNI,KONGOWEA,KONGOWEA,4,MISS,-4.039701,39.68
72,KWA JOMVU HEALTH CENTRE,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,3,LA,-4.04,39.6
73,LIKONI HEALTH CENTRE,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,3,MOH,-4.085214,39.655484
74,LIKONI MISSION DISP,COAST,MOMBASA,LIKONI,SHIKA ADABU,VIJIWENI,4,MISS,-4.111836,39.644641
75,MAGONGO HEALTH CENTRE,COAST,MOMBASA,CHANGAMWE,KIPEVU,KIPEVU,3,LA,-4.0352,39.63
76,MAJENGO DISP,COAST,MOMBASA,ISLAND,TUDOR,TUDOR FOUR,4,LA,-4.031532,39.66667
77,MAJENGO MCH/FP CLINIC,COAST,MOMBASA,ISLAND,MAJENGO,MAJENGO(MOMBASA),4,NGO,-4.058393,39.663509
78,MAKUPA HEALTH CENTRE,COAST,MOMBASA,ISLAND,TUDOR,TUDOR,3,LA,-4.03153,39.655225
79,MAKUPA MCH/FP CLINIC,COAST,MOMBASA,ISLAND,MAJENGO,MAJENGO(MOMBASA),4,NGO,-4.045181,39.660636
80,MIKINDANI MISSION DISP,COAST,MOMBASA,CHANGAMWE,MIKINDANI,BIRIKANI,4,MISS,-4.029325,39.648458
81,MIRITINI DISP,COAST,MOMBASA,CHANGAMWE,MIRITINI,MIRITINI,4,LA,-4.010761,39.58529
82,MKOMANI HARAMBEE DISP,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),4,NGO,-4.063657,39.674068
83,MOW SHIMANZI DISP,COAST,MOMBASA,ISLAND,RAILWAY,SHIMANZI,4,LA,-4.045337,39.651523
84,MTONGWE DISP,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,4,MISS,-4.068683,39.641934
85,MTONGWE HEALTH CENTRE,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,3,MOH,-4.081243,39.639063
86,MVITA DISP (MOMBASA),COAST,MOMBASA,ISLAND,TONONOKA,BONDENI(MOMBASA),4,LA,-4.05,39.67
87,MWAKIRUGE DISP,COAST,MOMBASA,KISAUNI,BAMBURI,MWAKIRUNGE,4,LA,-3.960939,39.685962
88,MWEMBE TAYARI SUB HEALTH CENTRE,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),3,LA,-4.064651,39.672694
89,NGOMEN DISP,COAST,MOMBASA,ISLAND,MAJENGO,MWEMBE TAYARI,4,MOH,-4.06,39.67
90,OLD TOWN KADER BHOY DISP,COAST,MOMBASA,ISLAND,OLD TOWN,OLD T.(MAKADARA WARD,4,LA,-4.05783,39.674455
91,PORT REITZ DISTRICT HOSPITAL,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,1,MOH,-4.039267,39.602867
92,SHANZU HADIEK COLLEGE DISP,COAST,MOMBASA,KISAUNI,BAMBURI,SHANZU,4,LA,-3.976707,39.743165
93,SHIKA ADABU DISP,COAST,MOMBASA,LIKONI,SHIKA ADABU,VIJIWENI,4,MOH,-4.11276,39.637669
94,SHIMO LA TEWA DISP,COAST,MOMBASA,KISAUNI,BAMBURI,SHANZU,4,MOH,-3.956292,39.742418
95,STATE HOUSE DISP,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),4,MOH,-4.071958,39.667547
96,STELLA MARIE DISP,COAST,MOMBASA,LIKONI,SHIKA ADABU,VIJIWENI,4,MISS,-4.117456,39.65792
97,TIMBWANI CONSOLATA SISTERS DISPENSARY,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,4,MISS,-4.094899,39.657845
98,TUDOR HEALTH CENTRE,COAST,MOMBASA,ISLAND,TUDOR,TUDOR,3,MOH,-4.029273,39.661421
99,UKUMBUSHO CPK HOSP,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),1,MISS,-4.068035,39.68143
100,UTANGE DISP,COAST,MOMBASA,KISAUNI,BAMBURI,MWEMBE LEGEZA,4,LA,-3.97,39.72
101,ANMER DISP,CENTRAL,KIAMBU,KIAMBAA,KAMITI,ANMER,4,MOH,-1.137387,36.84009
102,BATHI DISP,CENTRAL,KIAMBU,LARI,KIJABE,BATHI,4,MISS,-0.978523,36.6347
103,BIBIRIONI DISP,CENTRAL,KIAMBU,LIMURU,LIMURU,BIBIRIONI,4,MISS,-1.08108,36.6171
104,CHURA DISP,CENTRAL,KIAMBU,KIKUYU,KABETE,CHURA,4,MOH,-1.21635,36.6896
105,CIANDA DISP,CENTRAL,KIAMBU,KIAMBAA,CIANDA,CIANDA,4,MOH,-1.1328,36.7613
106,GACHOIRE DISP,CENTRAL,KIAMBU,LARI,NYANDUMA,GACHOIRE,4,MOH,-0.991187,36.7044
107,GATHANGA DISP,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,GATHANGA,4,MOH,-1.182312,36.791234
108,GATHANGARI DISP,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITIHA,4,MOH,-1.06802,36.7054
109,GIATHIEKO DISP,CENTRAL,KIAMBU,GITHUNGURI,IKINU,RIUKI,4,MOH,-1.09883,36.8279
110,GICHARANI DISP,CENTRAL,KIAMBU,KIKUYU,KARAI,GIKAMBURA,4,MISS,-1.27,36.65
111,GICHURU DISP,CENTRAL,KIAMBU,LIMURU,NGECHA,NGECHA,4,MOH,-1.16126,36.6689
112,GITHIGA HEALTH CENTRE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,MATUGUTA,3,MOH,-1.083,36.7462
113,GITHUNGURI HEALTH CENTRE,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,KANJAI,3,MOH,-1.05339,36.788
114,GITIHA HEALTH CENTRE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITIHA,3,MOH,-1.0742,36.6896
115,HOLY CROSS (THIGIO) DISP,CENTRAL,KIAMBU,LIMURU,NDEIYA,THIGIO(KIAMBU),4,MISS,-1.196205,36.56731
116,KAARIA DISP,CENTRAL,KIAMBU,KIAMBAA,NDUMBERI,NDUMBERI,4,MOH,-1.14234,36.801234
117,KAGAA HEALTH CENTRE,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,GITHUNGURI(KIAMBU),3,MOH,-1.05093,36.7467
118,KAGWE CATHOLIC MISSION DISP,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,4,MISS,-1.001209,36.743433
119,KAGWE HEALTH CENTRE,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,3,MOH,-1.00448,36.7392
120,KAMAE FOREST DISP,CENTRAL,KIAMBU,LARI,KINALE,KINALE,4,MOH,-0.870245,36.624
121,KAMBUI DISP,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,4,MISS,-1.1,36.87
122,KAMBURU DISP,CENTRAL,KIAMBU,LARI,KAMBURU,MATIMBEI,4,MOH,-1.01588,36.7082
123,KARAI HEALTH CENTRE,CENTRAL,KIAMBU,KIKUYU,KARAI,NACHU,3,MOH,-1.28069,36.5765
124,KARIA DISP,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,NGEGU,4,MOH,-1.174213,36.82123
125,KARURA SDA DISP,CENTRAL,KIAMBU,KIAMBAA,KIHARA,GACHIE,4,MISS,-1.22,36.78
126,KARURI HEALTH CENTRE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,NJIKU,3,MOH,-1.18431,36.7399
127,KENTMERE DISP,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,MABROUKE,4,MISS,-1.122966,36.658545
128,KIAMBAA DISP,CENTRAL,KIAMBU,KIAMBAA,KAMITI,ANMER,4,MOH,-1.13999,36.8456
129,KIAMBU DISTRICT HOSPITAL,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,TOWNSHIP(KIAMBAA),1,MOH,-1.16938,36.82993
130,KIAWAROGA DISP,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,KIAWAROGA,4,MOH,-1.10046,36.702703
131,KIBUBUTI HEALTH CENTRE,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,KANUNGA,3,MISS,-1.157365,36.783449
132,KIENI FOREST DISP,CENTRAL,KIAMBU,LARI,KINALE,MUKEU(KIAMBU),4,MOH,-0.921169,36.648379
133,KIENI HEALTH CENTRE,CENTRAL,KIAMBU,LARI,KAMAE,KAMUKOMBI-INI,3,MOH,-0.858108,36.619369
134,KIGUMO HEALTH CENTRE,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KARATINA,3,MOH,-1.031082,36.82658
135,KIHARA HEALTH CENTRE,CENTRAL,KIAMBU,KIAMBAA,KIHARA,MAHINDI,3,MOH,-1.21091,36.7386
136,KIJABE HOSPITAL,CENTRAL,KIAMBU,LARI,KIJABE,KIJABE,1,MISS,-0.94349,36.59431
137,KIMATHI DISP,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,KIMATHI(KIAMBU),4,MOH,-1.1077,36.8684
138,KINALE FOREST DISP,CENTRAL,KIAMBU,LARI,KINALE,MUKEU(KIAMBU),4,MOH,-0.911261,36.61036
139,KINALE HEALTH CENTRE,CENTRAL,KIAMBU,LARI,KINALE,MUKEU(KIAMBU),3,MOH,-0.908237,36.6157
140,KIRATINA DISP,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KARATINA,4,MOH,-1.03614,36.8203
141,KIRIITA DISP,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,4,MOH,-0.985135,36.6964
142,KIRIITA MISSION HC,CENTRAL,KIAMBU,LARI,KIJABE,BATHI,3,MISS,-0.97,36.63
143,LARI HEALTH CENTRE,CENTRAL,KIAMBU,LARI,KIRENGA,ESCARPMENT,3,MOH,-1.02791,36.605
144,LIMURU HEALTH CENTRE,CENTRAL,KIAMBU,LIMURU,LIMURU,KAMIRITHU,3,MOH,-1.11593,36.6366
145,LIOKI MISSION DISP,CENTRAL,KIAMBU,GITHUNGURI,IKINU,RIUKI,4,MISS,-1.102112,36.830408
146,LITTLE SERVANT OF SACRET HEART DISP,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,NJORO(KIAMBU),4,MISS,-1.192355,36.771525
147,UTANGE REFUGEE CAMP DISP,COAST,MOMBASA,KISAUNI,BAMBURI,MWEMBE LEGEZA,4,NGO,-3.979314,39.718534
148,WATAMU DISP,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,4,MOH,-4.06546,39.6
149,LUSIGETTI HEALTH CENTRE,CENTRAL,KIAMBU,KIKUYU,KARAI,LUSINGETTI,3,MOH,-1.28,36.6136
150,BUGUTA DISP,COAST,TAITA TAVETA,VOI,KASIGAU,BUGUTA,4,MOH,-3.67546,38.654357
151,BURA DISP,COAST,TAITA TAVETA,MWATATE,BURA,NYOLO,4,MOH,-3.50013,38.315701
152,MIGAA DISP,CENTRAL,KIAMBU,KIAMBAA,CIANDA,CIANDA,4,MOH,-1.12,36.8
153,BURA MISSION DISP,COAST,TAITA TAVETA,MWATATE,BURA,NYOLO,4,MISS,-3.504139,38.289771
154,CHALA DISP,COAST,TAITA TAVETA,TAVETA,CHALA,CHALA,4,MOH,-3.29582,37.736031
155,ELDORO MISSION DISP,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KIMORIGO,4,MISS,-3.438287,37.694258
156,MIGUTA DISP,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,KIAIRIA,4,MISS,-1.07,36.8
157,GHAZI DISP,COAST,TAITA TAVETA,TAUSA,NGOLIA,GHAZI,4,MOH,-3.28928,38.446301
158,MOST PRECIOUS BLOOD DISP,CENTRAL,KIAMBU,LIMURU,TIGONI,RED HILL,4,MISS,-1.18,36.7
159,KAJIRE DISP,COAST,TAITA TAVETA,VOI,SAGALLA,KISHAMBA(VOI),4,MOH,-3.51759,38.60778
160,NAZARETH HOSPITAL,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,KARAMBAINI,1,MISS,-1.13378,36.7257
161,KASIGAU HEALTH CENTRE,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,MLONDO,3,MOH,-3.3842,38.3438
162,KIMORIGO DISP,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KIMORIGO,4,MOH,-3.46046,37.69194
163,NDEIYA HEALTH CENTRE,CENTRAL,KIAMBU,LIMURU,NDEIYA,NDERU,3,MOH,-1.16975,36.5942
164,KISHUSHE DISP,COAST,TAITA TAVETA,WUNDANYI,KISHUSHE,KISHUSHE,4,MOH,-3.2783,38.323799
165,NDERU DISP,CENTRAL,KIAMBU,LIMURU,NDEIYA,NDERU,4,MOH,-1.142793,36.60586
166,KITOBO DISP,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KITOBO,4,MOH,-3.44028,37.613098
167,NDURIRI DISP,CENTRAL,KIAMBU,LARI,NYANDUMA,GACHOIRE,4,MISS,-0.984242,36.70945
168,KITOBO DISP,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KITOBO,4,MISS,-3.455871,37.63136
169,NDURIRI DISP,CENTRAL,KIAMBU,LARI,NYANDUMA,GACHOIRE,4,MOH,-0.984685,36.70901
170,MAKWASINJI DISP,COAST,TAITA TAVETA,VOI,KASIGAU,MAKWASINYI,4,MOH,-3.81333,38.681469
171,MANYANI DISP,COAST,TAITA TAVETA,TSAVO N. PARK,TSAVO N. PARK,TSAVO N. PARK,4,MOH,-3.089864,38.477242
172,NGARARIGA MISSION DISP,CENTRAL,KIAMBU,LIMURU,LIMURU,BIBIRIONI,4,MISS,-1.069369,36.617117
173,MARUNGU DISP,COAST,TAITA TAVETA,VOI,KASIGAU,BUGUTA,4,MISS,-3.674076,38.659203
174,MATA DISP,COAST,TAITA TAVETA,TAVETA,JIPE,MATA,4,MOH,-3.47483,37.7561
175,NGECHA ORTHODOX  DISP,CENTRAL,KIAMBU,LIMURU,NGECHA,NGECHA,4,MISS,-1.169356,36.670303
176,MBALE HEALTH CENTRE,COAST,TAITA TAVETA,WUNDANYI,MBALE,MBALE CENTRAL,3,MOH,-3.3793,38.383011
177,NGEWA HEALTH CENTRE,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,3,MOH,-1.092343,36.863964
178,MGANGE DISP,COAST,TAITA TAVETA,WUNDANYI,MGANGE,MGANGE NYIKA,4,MOH,-3.40141,38.313862
179,NYAGA HEALTH CENTRE,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,3,MOH,-1.10326,36.8716
180,MGANGE DISP,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,WERUGHA,4,MISS,-3.39,38.32
181,MNENGWA  DISP,COAST,TAITA TAVETA,MWATATE,MWAKITAU,GODOMA(TAVETA),4,MOH,-3.4314,38.2421
182,NYATHUNA HEALTH CENTRE,CENTRAL,KIAMBU,KIKUYU,NYATHUNA,KIRANGARI(KIAMBU),3,MOH,-1.20204,36.7031
183,MOI VOI DISTRICT HOSPITAL,COAST,TAITA TAVETA,VOI,VOI,KALOLENI(TAVETA),1,MOH,-3.39091,38.56205
184,P.C.E.A GATHIRUINI DISP,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KIBICHOI,4,MISS,-1.049952,36.87118
185,MPINZINYI HEALTH CENTRE,COAST,TAITA TAVETA,MWATATE,KISHAMBA,KAYA/ILOLE,3,MOH,-3.45746,38.37886
186,P.C.E.A. KIKUYU HOSPITAL,CENTRAL,KIAMBU,KIKUYU,KIKUYU,KIKUYU TOWNSHIP,1,MISS,-1.26667,36.6667
187,MRUGUA DISP,COAST,TAITA TAVETA,MWATATE,BURA,MURUGUA,4,MOH,-3.43486,38.290909
188,MSAU DISP,COAST,TAITA TAVETA,TAUSA,RONGE,MSAU/RAHAI,4,MOH,-3.4139,38.408401
189,RAGIA FOREST DISP,CENTRAL,KIAMBU,LARI,KAMAE,KAMAE,4,MOH,-0.790616,36.661129
190,MWAKITAU DISP,COAST,TAITA TAVETA,MWATATE,MWAKITAU,MWAKITAU,4,MOH,-3.40801,38.136189
191,RAGIA HEALTH CENTRE,CENTRAL,KIAMBU,LARI,KAMAE,KAMAE,3,MOH,-0.791728,36.6759
192,MWAMBIRWA DISP,COAST,TAITA TAVETA,MWAMBIRWA,RONGE JUU,KISHAU/KIWETO,4,MOH,-3.35282,38.431301
193,THIGIO MISSION DISP,CENTRAL,KIAMBU,LIMURU,NDEIYA,THIGIO(KIAMBU),4,MISS,-1.18,36.6
194,MWANDA DISP,COAST,TAITA TAVETA,WUNDANYI,MWANDA,KISHAMBA(WUNDANYI),4,MOH,-3.40195,38.285809
195,TIGONI SUB-DISTRICT HOSPITAL,CENTRAL,KIAMBU,LIMURU,TIGONI,ITHANJI(KIAMBU),1,MOH,-1.12859,36.6493
196,MWATATE HEALTH CENTRE,COAST,TAITA TAVETA,MWATATE,MWACHABO,MWACHABO,3,MOH,-3.50728,38.368629
197,NDOME DISP,COAST,TAITA TAVETA,TAUSA,NGOLIA,NDOME,4,MOH,-3.297,38.477959
198,TIN'GAN'GA DISP,CENTRAL,KIAMBU,KIAMBAA,TING'ANG'A,TING'ANG'A,4,MISS,-1.13366,36.8083
199,NDOVU DISP,COAST,TAITA TAVETA,VOI,VOI,MWANGEA,4,MOH,-3.394956,38.551224
200,NJUKINI DISP,COAST,TAITA TAVETA,TAVETA,NJUKINI,NJUKINI(TAVETA),4,MOH,-3.19,37.725128
201,UPLANDS DISP,CENTRAL,KIAMBU,LARI,LARI,GITHIRIONI,4,MOH,-1.04691,36.6778
202,NYACHE HEALTH CENTRE,COAST,TAITA TAVETA,WUNDANYI,WUMINGU,NYACHE,3,MOH,-3.33836,38.380901
203,UTHIRU DISP,CENTRAL,KIAMBU,KIKUYU,KINOO,UTHIRU(KIAMBU),4,MOH,-1.2526,36.7086
204,SAGAIGU DISP,COAST,TAITA TAVETA,MWATATE,BURA,SAGHAIGU,4,MOH,-3.43297,38.3335
205,WANGIGE HEALTH CENTRE,CENTRAL,KIAMBU,KIKUYU,NYATHUNA,KARURA(KIKUYU),3,MOH,-1.21737,36.7261
206,SAGALA HEALTH CENTRE,COAST,TAITA TAVETA,VOI,SAGALLA,TERI,3,MOH,-3.49354,38.582191
207,BARICHO HEALTH CENTRE,CENTRAL,KIRINYAGA,NDIA,MWERUA,KIANJANG'A,3,MOH,-0.563405,37.2305
208,SHELEMBA DISP,COAST,TAITA TAVETA,TAUSA,RONGE,RONG'E NYIKA,4,MOH,-3.43161,38.46846
209,TAUSA DISP,COAST,TAITA TAVETA,TAUSA,MBOLOLO,TAUSA,4,MOH,-3.34175,38.50169
210,BARICHO MISS H C,CENTRAL,KIRINYAGA,NDIA,MWERUA,KIANJANG'A,3,MISS,-0.568805,37.2387
211,TAVETA DISTRICT HOSPITAL,COAST,TAITA TAVETA,TAVETA,BOMANI,MBOGHONI,1,MOH,-3.3987,37.67725
